Name,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
Jacob Trouba,29,0,23,2,10,12,24,11,1368,1144,11,212,2,0,0,0,0,9,0,1,3,0,11,0,1,3,0,0.0,0.229,1.144,1.373,0.273,1.231,1.504,0.000,0.000,0.000,0.087,0.435,0.522,44,4.6,51,79,0,0,0.00
Scott Laughton,29,1,24,2,10,12,20,1,910,733,72,104,1,0,1,0,0,8,1,1,1,0,9,1,2,1,0,8.3,0.329,1.647,1.976,0.204,1.635,1.840,0.000,2.068,2.068,0.083,0.417,0.500,57,3.5,31,15,110,138,44.35
Tyler Myers,33,0,25,2,10,12,24,11,1136,1005,20,110,1,0,1,0,0,10,0,0,2,0,11,0,1,2,0,0.0,0.253,1.267,1.520,0.143,1.432,1.575,0.000,0.000,0.000,0.080,0.400,0.480,26,7.7,38,45,0,0,0.00
Max Domi,28,1,22,1,11,12,46,2,776,710,66,0,1,0,0,0,0,10,1,0,0,0,11,1,0,0,0,8.3,0.211,2.318,2.528,0.230,2.304,2.535,0.000,2.473,2.473,0.045,0.500,0.545,31,3.2,16,4,47,40,54.02
Owen Power,21,0,25,1,11,12,6,-2,1366,1165,91,109,1,0,0,1,0,9,2,0,1,0,10,2,0,2,0,16.7,0.105,1.159,1.264,0.124,1.112,1.236,0.000,3.132,3.132,0.040,0.440,0.480,35,2.9,11,43,0,0,0.00
Dylan Strome,26,1,21,8,3,11,4,2,1049,869,179,0,6,2,0,2,1,3,0,0,0,0,9,2,0,2,1,18.2,1.306,0.490,1.796,1.183,0.592,1.775,1.907,0.000,1.907,0.381,0.143,0.524,41,19.5,3,11,168,147,53.33
Nick Paul,28,1,25,8,3,11,13,-14,1027,764,222,41,3,5,0,1,0,2,1,0,1,0,5,6,0,2,0,54.5,1.121,0.420,1.541,0.565,0.377,0.942,3.242,0.648,3.890,0.320,0.120,0.440,51,15.7,19,17,165,144,53.40
Ryan Hartman,29,1,19,7,4,11,14,0,996,815,114,66,6,1,0,0,0,4,0,0,0,0,10,1,0,0,0,9.1,1.331,0.761,2.091,1.394,0.930,2.324,1.654,0.000,1.654,0.368,0.211,0.579,48,14.6,19,12,92,116,44.23
Alexander Holtz,21,1,22,7,4,11,8,-4,755,670,84,0,7,0,0,0,0,3,1,0,0,0,10,1,0,0,0,9.1,1.517,0.867,2.383,1.708,0.732,2.440,0.000,1.935,1.935,0.318,0.182,0.500,38,18.4,13,5,0,5,0.00
Matthew Knies,21,1,22,6,5,11,14,-1,862,790,37,34,6,0,0,0,0,4,1,0,0,0,10,1,0,0,0,9.1,1.138,0.949,2.087,1.241,0.828,2.069,0.000,4.364,4.364,0.273,0.227,0.500,32,18.8,39,11,0,0,0.00
Justin Danforth,30,1,26,6,5,11,2,9,836,711,32,93,6,0,0,1,0,5,0,0,2,0,11,0,0,3,0,0.0,0.993,0.828,1.821,1.168,0.973,2.142,0.000,0.000,0.000,0.231,0.192,0.423,30,20.0,36,21,43,42,50.59
Timo Meier,27,1,15,5,6,11,12,-14,1066,910,156,0,2,3,0,0,0,3,3,0,2,1,5,6,0,2,1,54.5,1.125,1.350,2.475,0.527,0.791,1.318,4.611,4.611,9.223,0.333,0.400,0.733,47,10.6,20,6,15,16,48.39
Arthur Kaliyev,22,1,19,5,6,11,10,7,837,710,127,0,2,3,0,0,0,6,0,0,1,0,8,3,0,1,0,27.3,1.131,1.357,2.487,0.534,1.601,2.135,4.448,0.000,4.448,0.263,0.316,0.579,39,12.8,9,3,0,1,0.00
Drew Doughty,34,0,21,5,6,11,10,12,1539,1155,234,150,4,1,0,1,0,4,2,0,2,0,8,3,0,3,0,27.3,0.557,0.668,1.225,0.594,0.594,1.187,0.732,1.464,2.196,0.238,0.286,0.524,35,14.3,31,34,0,0,0.00
Pierre-Luc Dubois,25,1,21,5,6,11,18,-2,981,769,207,3,4,1,0,1,0,6,0,0,1,0,10,1,0,2,0,9.1,0.874,1.048,1.922,0.891,1.336,2.227,0.824,0.000,0.824,0.238,0.286,0.524,38,13.2,12,6,105,120,46.67
Brandon Saad,31,1,23,5,6,11,8,3,937,835,90,12,5,0,0,0,0,6,0,0,1,0,11,0,0,1,0,0.0,0.834,1.001,1.836,0.937,1.124,2.061,0.000,0.000,0.000,0.217,0.261,0.478,44,11.4,1,6,3,4,42.86
Kevin Hayes,31,1,23,5,6,11,8,2,888,769,118,0,5,0,0,2,0,6,0,0,1,0,11,0,0,3,0,0.0,0.881,1.057,1.939,1.017,1.220,2.237,0.000,0.000,0.000,0.217,0.261,0.478,36,13.9,9,4,151,108,58.30
Yegor Sharangovich,25,1,24,5,6,11,2,-7,890,726,76,88,4,0,1,0,0,6,0,0,1,0,10,0,1,1,0,0.0,0.842,1.010,1.852,0.826,1.239,2.065,0.000,0.000,0.000,0.208,0.250,0.458,44,11.4,3,7,24,41,36.92
Matthew Poitras,19,1,24,5,6,11,4,2,858,788,67,1,5,0,0,1,0,5,1,0,1,0,10,1,0,2,0,9.1,0.874,1.049,1.923,0.951,0.951,1.902,0.000,2.207,2.207,0.208,0.250,0.458,36,13.9,10,15,90,118,43.27
Adam Fantilli,19,1,26,5,6,11,8,-11,931,770,160,1,4,1,0,1,0,5,1,0,1,0,9,2,0,2,0,18.2,0.743,0.891,1.634,0.719,0.898,1.617,0.865,0.865,1.730,0.192,0.231,0.423,68,7.4,19,14,84,128,39.62
Bobby Brink,22,1,19,4,7,11,6,1,922,752,168,1,2,2,0,1,0,5,2,0,0,0,7,4,0,1,0,36.4,0.822,1.438,2.260,0.504,1.259,1.763,2.251,2.251,4.503,0.211,0.368,0.579,28,14.3,2,8,1,2,33.33
Adam Henrique,33,1,23,4,7,11,10,-6,971,670,133,166,2,2,0,1,0,2,3,2,1,0,4,5,2,2,0,45.5,0.645,1.128,1.773,0.467,0.467,0.933,2.343,3.514,5.857,0.174,0.304,0.478,35,11.4,18,19,145,147,49.66
Dylan Cozens,22,1,23,4,7,11,25,-5,995,812,139,43,3,1,0,1,1,5,2,0,0,0,8,3,0,1,1,27.3,0.629,1.101,1.730,0.578,0.964,1.542,1.119,2.238,3.357,0.174,0.304,0.478,56,7.1,17,6,126,136,48.09
K'Andre Miller,23,0,23,4,7,11,14,9,1352,1170,51,130,4,0,0,3,1,6,0,1,2,1,10,0,1,5,2,0.0,0.463,0.810,1.273,0.535,0.802,1.337,0.000,0.000,0.000,0.174,0.304,0.478,28,14.3,22,32,0,0,0.00
Yanni Gourde,32,1,25,4,7,11,35,-2,1056,902,52,101,4,0,0,0,0,6,1,0,1,0,10,1,0,1,0,9.1,0.545,0.954,1.500,0.638,0.957,1.596,0.000,2.744,2.744,0.160,0.280,0.440,48,8.3,38,13,160,165,49.23
Patrick Maroon,35,1,22,3,8,11,15,2,814,749,65,0,3,0,0,0,0,8,0,0,2,0,11,0,0,2,0,0.0,0.603,1.607,2.210,0.655,1.747,2.402,0.000,0.000,0.000,0.136,0.364,0.500,32,9.4,23,6,10,12,45.45
Ondrej Palat,32,1,22,3,8,11,19,-5,934,783,108,41,2,1,0,0,0,4,4,0,1,0,6,5,0,1,0,45.5,0.525,1.401,1.927,0.418,0.835,1.253,1.504,6.018,7.522,0.136,0.364,0.500,41,7.3,23,12,2,5,28.57
Sean Walker,29,0,24,3,8,11,14,7,1275,1050,77,148,1,0,2,0,0,6,1,1,1,0,7,1,3,1,0,9.1,0.353,0.941,1.293,0.143,0.857,1.000,0.000,1.940,1.940,0.125,0.333,0.458,48,6.3,29,37,0,0,0.00
Mikael Granlund,31,1,18,2,9,11,6,-4,1239,934,182,122,2,0,0,0,0,6,3,0,2,0,8,3,0,2,0,27.3,0.323,1.453,1.776,0.428,1.284,1.712,0.000,3.290,3.290,0.111,0.500,0.611,37,5.4,23,12,107,113,48.64
Chandler Stephenson,29,1,21,2,9,11,17,-5,1108,810,197,100,2,0,0,1,0,4,4,1,2,0,6,4,1,3,0,36.4,0.309,1.392,1.702,0.423,0.846,1.269,0.000,3.480,3.480,0.095,0.429,0.524,23,8.7,11,9,155,153,50.32
Vladislav Namestnikov,31,1,22,2,9,11,4,10,893,735,72,85,1,0,1,0,0,9,0,0,2,1,10,0,1,2,1,0.0,0.366,1.649,2.015,0.223,2.004,2.226,0.000,0.000,0.000,0.091,0.409,0.500,33,6.1,13,13,59,106,35.76
J.J. Moser,23,0,23,2,9,11,6,10,1178,997,32,148,2,0,0,0,0,8,1,0,0,0,10,1,0,0,0,9.1,0.266,1.195,1.461,0.314,1.255,1.569,0.000,4.891,4.891,0.087,0.391,0.478,21,9.5,21,41,0,0,0.00
Cam Fowler,32,0,24,2,9,11,4,-13,1453,1080,146,226,2,0,0,0,0,3,6,0,1,0,5,6,0,1,0,54.5,0.206,0.929,1.136,0.278,0.417,0.694,0.000,6.128,6.128,0.083,0.375,0.458,34,5.9,12,40,0,0,0.00
Andrei Svechnikov,23,1,14,1,10,11,20,1,973,851,118,3,1,0,0,1,0,6,4,0,1,0,7,4,0,2,0,36.4,0.264,2.643,2.907,0.302,1.813,2.115,0.000,8.659,8.659,0.071,0.714,0.786,33,3.0,28,3,0,0,0.00
Alex Pietrangelo,33,0,20,1,10,11,2,7,1432,1092,122,217,1,0,0,1,0,6,3,1,2,0,7,3,1,3,0,27.3,0.126,1.257,1.382,0.165,0.989,1.153,0.000,4.403,4.403,0.050,0.500,0.550,50,2.0,9,59,0,0,0.00
Justin Faulk,31,0,23,0,11,11,8,2,1350,1138,123,88,0,0,0,0,0,10,0,1,1,0,10,0,1,1,0,0.0,0.000,1.275,1.275,0.000,1.375,1.375,0.000,0.000,0.000,0.000,0.478,0.478,43,0.0,33,54,0,0,0.00
Jake Neighbours,21,1,23,9,1,10,0,-5,804,710,46,46,8,1,0,0,0,1,0,0,0,0,9,1,0,0,0,10.0,1.751,0.195,1.945,1.761,0.220,1.982,3.333,0.000,3.333,0.391,0.043,0.435,36,25.0,37,17,2,6,25.00
Ryan Johansen,31,1,24,9,1,10,8,-1,886,668,204,14,5,4,0,3,0,0,1,0,0,0,5,5,0,3,0,50.0,1.522,0.169,1.692,1.122,0.000,1.122,2.936,0.734,3.670,0.375,0.042,0.417,43,20.9,13,3,212,166,56.08
Nils Höglander,23,1,23,7,3,10,23,9,637,625,11,0,7,0,0,1,0,3,0,0,1,0,10,0,0,2,0,0.0,1.720,0.737,2.457,1.751,0.750,2.501,0.000,0.000,0.000,0.304,0.130,0.435,28,25.0,16,6,0,0,0.00
Fabian Zetterlund,24,1,25,7,3,10,13,-13,1030,902,115,12,5,2,0,0,0,1,2,0,0,0,6,4,0,0,0,40.0,0.978,0.419,1.397,0.798,0.160,0.957,2.497,2.497,4.995,0.280,0.120,0.400,57,12.3,26,25,9,9,50.00
Dawson Mercer,22,1,22,6,4,10,6,-7,1068,859,91,117,3,3,0,0,0,4,0,0,0,0,7,3,0,0,0,30.0,0.919,0.613,1.532,0.571,0.762,1.333,5.373,0.000,5.373,0.273,0.182,0.455,38,15.8,6,16,67,64,51.15
Trent Frederic,25,1,24,6,4,10,20,4,763,737,8,18,6,0,0,0,0,4,0,0,1,0,10,0,0,1,0,0.0,1.178,0.785,1.964,1.220,0.814,2.034,0.000,0.000,0.000,0.250,0.167,0.417,33,18.2,41,13,12,7,63.16
Joshua Norris,24,1,16,5,5,10,8,-4,1108,861,240,6,3,2,0,1,0,1,4,0,0,0,4,6,0,1,0,60.0,1.015,1.015,2.030,0.784,0.261,1.045,1.870,3.740,5.610,0.313,0.313,0.625,45,11.1,18,8,122,101,54.71
Connor McMichael,22,1,21,5,5,10,6,0,883,763,49,71,4,0,1,2,0,4,0,1,0,0,8,0,2,2,0,0.0,0.971,0.971,1.941,0.899,0.899,1.797,0.000,0.000,0.000,0.238,0.238,0.476,36,13.9,6,8,33,66,33.33
Andrew Copp,29,1,23,5,5,10,12,-3,1040,771,98,170,4,1,0,1,0,3,1,1,0,0,7,2,1,1,0,20.0,0.752,0.752,1.505,0.811,0.609,1.420,1.592,1.592,3.183,0.217,0.217,0.435,45,11.1,4,14,105,105,50.00
Kiefer Sherwood,28,1,24,5,5,10,13,5,715,668,36,10,5,0,0,0,0,5,0,0,2,0,10,0,0,2,0,0.0,1.048,1.048,2.096,1.122,1.122,2.244,0.000,0.000,0.000,0.208,0.208,0.417,43,11.6,64,8,7,10,41.18
Jacob Middleton,27,0,22,4,6,10,21,-6,1105,966,3,134,4,0,0,1,0,5,0,1,0,0,9,0,1,1,0,0.0,0.592,0.888,1.481,0.677,0.846,1.524,0.000,0.000,0.000,0.182,0.273,0.455,22,18.2,28,51,0,0,0.00
Ryan Donato,27,1,23,4,6,10,4,0,837,718,119,0,4,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0.0,0.747,1.121,1.868,0.872,1.308,2.180,0.000,0.000,0.000,0.174,0.261,0.435,47,8.5,27,6,44,63,41.12
Jake DeBrusk,27,1,23,4,6,10,6,7,1032,821,93,117,3,1,0,0,0,6,0,0,2,0,9,1,0,2,0,10.0,0.607,0.910,1.517,0.572,1.143,1.715,1.681,0.000,1.681,0.174,0.261,0.435,52,7.7,22,12,2,8,20.00
Connor Zary,22,1,14,3,7,10,4,4,905,773,131,0,3,0,0,1,0,6,1,0,0,0,9,1,0,1,0,10.0,0.852,1.988,2.840,0.997,1.994,2.991,0.000,1.953,1.953,0.214,0.500,0.714,19,15.8,4,4,1,9,10.00
Matthew Boldy,22,1,15,3,7,10,22,-4,1031,784,216,31,2,1,0,0,0,5,2,0,1,0,7,3,0,1,0,30.0,0.698,1.628,2.326,0.612,1.529,2.141,1.109,2.219,3.328,0.200,0.467,0.667,41,7.3,2,5,5,13,27.78
Victor Olofsson,28,1,19,3,7,10,4,0,750,637,112,0,3,0,0,0,0,5,2,0,0,0,8,2,0,0,0,20.0,0.758,1.768,2.526,0.891,1.485,2.376,0.000,3.382,3.382,0.158,0.368,0.526,28,10.7,5,5,0,2,0.00
Alexander Wennberg,29,1,25,3,7,10,10,-1,1105,878,104,122,1,1,1,0,0,7,0,0,1,0,8,1,1,1,0,10.0,0.391,0.911,1.302,0.164,1.147,1.311,1.377,0.000,1.377,0.120,0.280,0.400,36,8.3,10,23,184,177,50.97
Oscar Sundqvist,29,1,23,2,8,10,4,1,795,675,21,98,2,0,0,0,0,6,0,2,2,0,8,0,2,2,0,0.0,0.394,1.575,1.969,0.463,1.390,1.854,0.000,0.000,0.000,0.087,0.348,0.435,26,7.7,21,17,90,127,41.47
Anton Lundell,22,1,24,2,8,10,10,1,939,796,80,62,2,0,0,0,0,6,2,0,2,1,8,2,0,2,1,20.0,0.319,1.277,1.597,0.377,1.130,1.506,0.000,3.744,3.744,0.083,0.333,0.417,48,4.2,9,10,157,147,51.64
John Marino,26,0,22,1,9,10,8,-2,1245,1025,14,205,1,0,0,0,0,9,0,0,4,1,10,0,0,4,1,0.0,0.131,1.182,1.313,0.160,1.436,1.595,0.000,0.000,0.000,0.045,0.409,0.455,15,6.7,10,30,0,0,0.00
Brock Faber,21,0,22,1,9,10,10,7,1390,1212,20,157,1,0,0,1,0,8,1,0,1,0,9,1,0,2,0,10.0,0.118,1.060,1.177,0.135,1.080,1.215,0.000,8.072,8.072,0.045,0.409,0.455,27,3.7,11,35,0,0,0.00
Torey Krug,32,0,23,1,9,10,6,-4,1288,1050,178,60,1,0,0,1,0,6,3,0,2,0,7,3,0,3,0,30.0,0.121,1.093,1.214,0.149,0.894,1.043,0.000,2.638,2.638,0.043,0.391,0.435,51,2.0,16,37,0,0,0.00
Calen Addison,23,0,25,0,10,10,16,-7,1089,882,206,0,0,0,0,0,0,4,6,0,1,0,4,6,0,1,0,60.0,0.000,1.322,1.322,0.000,0.652,0.652,0.000,4.188,4.188,0.000,0.400,0.400,33,0.0,8,22,0,0,0.00
Robby Fabbri,27,1,11,7,2,9,6,-1,804,707,92,4,5,2,0,2,0,1,1,0,1,0,6,3,0,3,0,33.3,2.847,0.813,3.660,2.313,0.463,2.776,7.066,3.533,10.599,0.636,0.182,0.818,18,38.9,4,5,3,4,42.86
Carl Grundström,26,1,21,7,2,9,6,6,676,635,6,33,5,1,1,1,0,2,0,0,0,0,7,1,1,1,0,11.1,1.775,0.507,2.282,1.349,0.540,1.889,24.658,0.000,24.658,0.333,0.095,0.429,40,17.5,45,6,1,2,33.33
Anthony Duclair,28,1,22,6,3,9,20,-10,1012,863,134,14,5,1,0,1,0,1,2,0,1,0,6,3,0,2,0,33.3,0.969,0.485,1.454,0.947,0.189,1.137,1.220,2.440,3.660,0.273,0.136,0.409,41,14.6,12,13,6,7,46.15
Tyler Johnson,33,1,23,6,3,9,10,-10,920,778,135,6,5,1,0,0,0,2,1,0,1,0,7,2,0,1,0,22.2,1.020,0.510,1.530,1.006,0.402,1.408,1.153,1.153,2.306,0.261,0.130,0.391,33,18.2,11,10,44,72,37.93
Joseph Veleno,23,1,23,6,3,9,4,2,900,804,31,64,6,0,0,0,0,3,0,0,2,0,9,0,0,2,0,0.0,1.043,0.522,1.565,1.168,0.584,1.751,0.000,0.000,0.000,0.261,0.130,0.391,27,22.2,20,9,99,106,48.29
Mike Hoffman,34,1,24,6,3,9,12,-9,875,757,117,0,5,1,0,1,0,2,1,0,0,0,7,2,0,1,0,22.2,1.028,0.514,1.542,0.990,0.396,1.386,1.274,1.274,2.548,0.250,0.125,0.375,29,20.7,8,15,7,9,43.75
Tyler Bertuzzi,28,1,22,5,4,9,14,5,969,896,72,1,3,2,0,0,0,4,0,0,2,0,7,2,0,2,0,22.2,0.844,0.675,1.519,0.548,0.730,1.278,4.517,0.000,4.517,0.227,0.182,0.409,52,9.6,26,12,0,3,0.00
Brendan Gallagher,31,1,24,5,4,9,20,-12,836,690,146,0,4,1,0,1,0,2,2,0,0,0,6,3,0,1,0,33.3,0.897,0.718,1.615,0.870,0.435,1.304,1.027,2.054,3.080,0.208,0.167,0.375,51,9.8,15,6,4,4,50.00
Ivan Barbashev,28,1,25,5,4,9,12,8,881,786,92,1,4,1,0,1,0,4,0,0,1,0,8,1,0,2,0,11.1,0.817,0.654,1.471,0.732,0.732,1.464,1.551,0.000,1.551,0.200,0.160,0.360,38,13.2,43,14,6,13,31.58
Tanner Jeannot,26,1,25,5,4,9,48,-8,784,711,72,0,4,1,0,0,0,3,1,0,0,0,7,2,0,0,0,22.2,0.918,0.734,1.652,0.809,0.607,1.417,1.978,1.978,3.956,0.200,0.160,0.360,37,13.5,86,12,15,22,40.54
William Eklund,21,1,25,5,4,9,10,-10,1091,903,162,25,2,3,0,2,0,3,1,0,0,0,5,4,0,2,0,44.4,0.660,0.528,1.188,0.319,0.478,0.797,2.663,0.888,3.550,0.200,0.160,0.360,33,15.2,7,23,8,20,28.57
Sean Kuraly,30,1,26,5,4,9,22,0,838,697,3,138,5,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0.0,0.826,0.660,1.486,0.993,0.794,1.787,0.000,0.000,0.000,0.192,0.154,0.346,39,12.8,56,17,126,126,50.00
Corey Perry,38,1,16,4,5,9,12,-5,879,647,231,0,3,1,0,1,0,4,1,0,1,0,7,2,0,2,0,22.2,1.024,1.280,2.303,1.042,1.390,2.432,0.971,0.971,1.943,0.250,0.313,0.563,26,15.4,11,8,0,0,0.00
Evgeny Kuznetsov,31,1,19,4,5,9,22,-5,1260,925,213,121,4,0,0,1,0,3,2,0,0,0,7,2,0,1,0,22.2,0.601,0.752,1.353,0.819,0.614,1.434,0.000,1.774,1.774,0.211,0.263,0.474,42,9.5,2,6,130,179,42.07
Darnell Nurse,28,0,22,4,5,9,18,3,1360,1095,77,186,3,1,0,0,0,4,1,0,1,0,7,2,0,1,0,22.2,0.481,0.602,1.083,0.448,0.597,1.045,2.100,2.100,4.201,0.182,0.227,0.409,51,7.8,47,47,0,0,0.00
Michael Mcleod,25,1,22,4,5,9,2,2,886,783,5,98,4,0,0,0,0,5,0,0,1,0,9,0,0,1,0,0.0,0.738,0.923,1.661,0.835,1.044,1.880,0.000,0.000,0.000,0.182,0.227,0.409,41,9.8,37,7,198,118,62.66
Tyson Foerster,21,1,23,4,5,9,6,5,993,809,183,0,1,3,0,0,0,4,1,0,0,0,5,4,0,0,0,44.4,0.630,0.788,1.418,0.193,0.774,0.967,2.560,0.853,3.413,0.174,0.217,0.391,49,8.2,17,13,0,1,0.00
Miles Wood,28,1,24,4,5,9,20,0,747,677,0,70,3,0,1,0,0,5,0,0,1,0,8,0,1,1,0,0.0,0.802,1.003,1.805,0.664,1.107,1.772,0.000,0.000,0.000,0.167,0.208,0.375,46,8.7,29,9,6,9,40.00
Cole Smith,28,1,24,4,5,9,28,2,796,666,3,126,4,0,0,2,0,3,0,2,3,0,7,0,2,5,0,0.0,0.753,0.942,1.695,0.901,0.676,1.576,0.000,0.000,0.000,0.167,0.208,0.375,29,13.8,60,9,4,6,40.00
Mattias Ekholm,33,0,21,3,6,9,12,-1,1228,1031,62,135,0,2,1,0,0,5,1,0,0,0,5,3,1,0,0,33.3,0.419,0.837,1.256,0.000,0.831,0.831,5.500,2.750,8.251,0.143,0.286,0.429,49,6.1,30,22,0,0,0.00
Anthony Cirelli,26,1,24,3,6,9,14,-8,1070,863,73,133,2,1,0,0,0,6,0,0,0,0,8,1,0,0,0,11.1,0.420,0.840,1.261,0.347,1.042,1.390,2.032,0.000,2.032,0.125,0.250,0.375,38,7.9,12,19,163,143,53.27
Cam York,22,0,24,3,6,9,20,-10,1336,1076,122,137,3,0,0,0,0,4,2,0,1,0,7,2,0,1,0,22.2,0.337,0.674,1.010,0.418,0.558,0.976,0.000,2.452,2.452,0.125,0.250,0.375,39,7.7,10,41,0,0,0.00
Alexei Protas,22,1,20,2,7,9,2,2,667,610,11,45,2,0,0,0,0,6,0,1,2,0,8,0,1,2,0,0.0,0.539,1.887,2.426,0.590,1.769,2.359,0.000,0.000,0.000,0.100,0.350,0.450,26,7.7,3,13,15,22,40.54
Marcus Foligno,32,1,22,2,7,9,18,7,902,748,51,102,2,0,0,0,0,7,0,0,2,0,9,0,0,2,0,0.0,0.363,1.269,1.632,0.437,1.530,1.968,0.000,0.000,0.000,0.091,0.318,0.409,22,9.1,65,19,4,8,33.33
Henri Jokiharju,24,0,22,2,7,9,2,3,999,946,9,43,2,0,0,0,0,7,0,0,1,0,9,0,0,1,0,0.0,0.327,1.146,1.473,0.346,1.211,1.556,0.000,0.000,0.000,0.091,0.318,0.409,19,10.5,16,28,0,0,0.00
Nick Foligno,36,1,23,2,7,9,15,-1,1039,787,126,126,1,1,0,0,0,6,1,0,2,0,7,2,0,2,0,22.2,0.301,1.054,1.355,0.199,1.193,1.392,1.240,1.240,2.479,0.087,0.304,0.391,42,4.8,49,11,52,56,48.15
Justin Schultz,33,0,25,2,7,9,14,-7,983,839,142,1,2,0,0,0,0,4,3,0,1,0,6,3,0,1,0,33.3,0.293,1.025,1.318,0.343,0.686,1.030,0.000,3.022,3.022,0.080,0.280,0.360,38,5.3,3,25,0,0,0.00
Erik Gudbranson,31,0,26,2,7,9,13,-11,1187,997,2,187,2,0,0,1,0,7,0,0,1,0,9,0,0,2,0,0.0,0.233,0.816,1.050,0.278,0.971,1.249,0.000,0.000,0.000,0.077,0.269,0.346,29,6.9,21,64,0,0,0.00
Michael Anderson,24,0,21,1,8,9,8,12,1253,1094,0,158,1,0,0,0,0,7,0,1,1,0,8,0,1,1,0,0.0,0.137,1.094,1.231,0.157,1.096,1.253,0.000,0.000,0.000,0.048,0.381,0.429,26,3.9,36,39,0,0,0.00
Jonas Brodin,30,0,22,1,8,9,2,8,1462,1204,63,194,1,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0.0,0.112,0.895,1.007,0.136,1.087,1.223,0.000,0.000,0.000,0.045,0.364,0.409,44,2.3,5,59,0,0,0.00
Dmitry Orlov,32,0,23,1,8,9,20,-6,1037,923,72,41,1,0,0,0,0,6,2,0,0,0,7,2,0,0,0,22.2,0.151,1.207,1.358,0.170,1.017,1.187,0.000,4.291,4.291,0.043,0.348,0.391,37,2.7,28,20,0,0,0.00
Dylan Demelo,30,0,23,1,8,9,10,8,1298,1126,9,162,1,0,0,0,0,7,1,0,1,0,8,1,0,1,0,11.1,0.121,0.965,1.085,0.139,0.973,1.112,0.000,17.391,17.391,0.043,0.348,0.391,21,4.8,43,38,0,0,0.00
Neal Pionk,28,0,23,1,8,9,14,7,1250,1025,122,102,1,0,0,0,0,7,1,0,1,1,8,1,0,1,1,11.1,0.125,1.002,1.127,0.153,1.068,1.221,0.000,1.281,1.281,0.043,0.348,0.391,40,2.5,48,28,0,0,0.00
Cole Sillinger,20,1,24,1,8,9,15,-6,827,689,28,110,1,0,0,1,0,8,0,0,0,0,9,0,0,1,0,0.0,0.181,1.450,1.631,0.218,1.741,1.959,0.000,0.000,0.000,0.042,0.333,0.375,42,2.4,23,25,88,115,43.35
Jordan Spence,22,0,20,0,9,9,0,8,883,747,133,3,0,0,0,0,0,7,2,0,2,0,7,2,0,2,0,22.2,0.000,1.833,1.833,0.000,1.687,1.687,0.000,2.700,2.700,0.000,0.450,0.450,17,0.0,13,17,0,0,0.00
Tyson Barrie,32,0,22,0,9,9,10,-5,1131,925,195,10,0,0,0,0,0,6,3,0,0,0,6,3,0,0,0,33.3,0.000,1.302,1.302,0.000,1.061,1.061,0.000,2.510,2.510,0.000,0.409,0.409,31,0.0,6,22,0,0,0.00
Kevin Stenlund,27,1,24,6,2,8,30,0,754,604,21,128,6,0,0,2,0,2,0,0,0,0,8,0,0,2,0,0.0,1.194,0.398,1.591,1.488,0.496,1.984,0.000,0.000,0.000,0.250,0.083,0.333,25,24.0,18,16,133,107,55.42
Thomas Harley,22,0,19,5,3,8,2,2,1057,1016,12,28,5,0,0,0,0,2,1,0,1,0,7,1,0,1,0,12.5,0.896,0.537,1.433,0.932,0.373,1.305,0.000,14.815,14.815,0.263,0.158,0.421,26,19.2,6,33,0,0,0.00
Jimmy Vesey,30,1,21,5,3,8,4,5,676,577,11,87,5,0,0,2,0,3,0,0,0,0,8,0,0,2,0,0.0,1.268,0.761,2.028,1.485,0.891,2.377,0.000,0.000,0.000,0.238,0.143,0.381,26,19.2,14,12,3,2,60.00
Justin Barron,22,0,21,5,3,8,14,-1,1198,1036,90,72,5,0,0,0,0,3,0,0,1,0,8,0,0,1,0,0.0,0.715,0.429,1.144,0.827,0.496,1.323,0.000,0.000,0.000,0.238,0.143,0.381,23,21.7,27,35,0,0,0.00
Anders Lee,33,1,23,5,3,8,15,-3,903,800,102,0,3,2,0,1,0,3,0,0,0,0,6,2,0,1,0,25.0,0.866,0.519,1.385,0.586,0.586,1.173,3.060,0.000,3.060,0.217,0.130,0.348,48,10.4,32,20,3,7,30.00
Bowen Byram,22,0,24,5,3,8,32,-3,1222,1096,66,59,5,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0.0,0.613,0.368,0.981,0.684,0.410,1.095,0.000,0.000,0.000,0.208,0.125,0.333,37,13.5,23,37,0,0,0.00
Evgeny Dadonov,34,1,21,4,4,8,2,-8,833,771,62,0,3,1,0,2,0,3,1,0,1,0,6,2,0,3,0,25.0,0.823,0.823,1.646,0.667,0.667,1.334,2.763,2.763,5.526,0.190,0.190,0.381,26,15.4,11,9,0,2,0.00
A.J. Greer,27,1,23,4,4,8,17,1,531,515,8,6,3,1,0,0,0,4,0,0,1,0,7,1,0,1,0,12.5,1.179,1.179,2.357,0.910,1.214,2.124,18.462,0.000,18.462,0.174,0.174,0.348,29,13.8,39,11,3,1,75.00
